srcStateName,srcYear,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate per lakh person,YearCode,Year
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,3,8,0.8,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,1,2,0.3,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,2,3,0.5,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),6,13,1.5,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",1,,0.3,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against State,Offences against State |Offences against the State (Total),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Other IPC Crimes,Other IPC Crimes,6,6,1.5,2018,"Calendar Year (Jan - Dec), 2018"
A&N Islands,2018,Total Cognizable IPC crimes,Total Cognizable IPC crimes,706,845,178.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",468,469,0.9,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),74,74,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),15,15,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),1527,1529,2.9,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),3146,3220,6,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),6831,6889,26.2730769230769,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),572,574,1.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),1802,1810,6.93076923076923,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),52478,55507,100.9,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),880,961,1.7,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),48,48,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),180,180,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),697,717,1.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),27,34,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),24694,25123,47.5,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),8041,9755,15.5,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),36176,38952,69.5,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),3441,4074,6.6,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),34,34,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),53,74,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),46,46,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),46,46,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",4684,4843,9,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",376,442,0.7,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud (Total)",5775,6032,11.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",715,747,1.4,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |a) Bank",92,103,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |b) ATMs",69,82,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",86,87,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",468,475,0.9,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),5821,6078,11.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),519,590,1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women (Sec.354 IPC),2327,2347,8.95,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women with Intent to Outrage her Modesty (Sec.354 IPC) (Total),4445,4485,17.0961538461538,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),251,255,0.965384615384615,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |Sexual Harassment (Sec.354A IPC) (Total),945,960,3.63461538461538,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |a) at Work or Office Premises,9,9,0.0346153846153846,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |b) In Public Transport System,6,7,0.0230769230769231,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |c) In Shelter Homes for women and Children,49,62,0.188461538461538,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |d) Other Places,881,882,3.38846153846154,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Stalking (Sec.354D IPC),811,812,3.11923076923077,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Voyeurism (Sec.354C IPC),111,111,0.426923076923077,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),1827,1946,3.5,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),191,192,0.734615384615385,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),368,0,0.7,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),8,8,0,2018,"Calendar Year (Jan - Dec), 2018"
D&N Haveli,2018,Offences affecting the Human Body,Rape (Sec.376 IPC),7,7,3.18181818181818,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),7169,9666,13.8,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,8,14,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,622,680,1.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),6243,8629,12,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),6865,9309,13.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,295,342,0.6,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),266,296,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),140,140,0.538461538461538,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Human Trafficking (U/S 370),38,55,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),192,258,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),530,598,1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),7,9,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),3,3,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),74,87,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |F) Causing Grievous Hurt by act endangering life/safety of others (Sec.338 IPC),675,920,1.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,"Hurt |Grievous Hurt |G) Other Grievous Hurt (Sec.329, 331 & 335)",1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |Grievous Hurt (Total),1482,1876,2.8,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Hurt (Simple +Grievous),22317,24413,42.9,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),1793,2018,3.4,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),14623,15936,28.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),987,1024,1.9,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),3409,3536,6.6,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",23,23,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),20835,22537,40,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),140,145,0.538461538461538,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC),695,791,1.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,82,82,0.523292916400766,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2020,Offences affecting the Human Body,Murder (Sec.302 IPC,45,49,3,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction,613,709,1.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),1055,1173,2,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2020,Other IPC Crimes,,2978,2870,9.9,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),19,21,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",140,155,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),60,60,0.382897255902999,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",39,40,0.15,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),935,997,1.8,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),9,10,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),1193,1228,2.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),10,10,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,645,668,1.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,2657,2722,5.1,2018,"Calendar Year (Jan - Dec), 2018"
