srcStateName,srcYear,Crime head Special & Local Laws (SLL) Category,Crime head Special & Local Laws (SLL) Sub-category,Incidence of Special & Local Laws (SLL) crimes,Victims of Special & Local Laws (SLL) crimes,Special & Local Laws (SLL) Crime Rate,YearCode,Year
Andhra Pradesh,2018,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",78,88,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",417,437,0.8,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,Liquor & Narcotic Drugs – Related Acts (Total),4005,,7.7,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),614,,1.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",2857,,5.5,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|The NDPS Act, 1985 (Total)",534,,1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|a) Possession of drugs for Personal use/Consumption",169,,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|b) Possession of drugs for Trafficking",365,,0.7,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against State - Related Acts,Offences against State - Related Acts (Total),170,,0.326734576206035,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against State - Related Acts,"The Official Secrets Act, 1923",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against State - Related Acts,"The Prevention of Damage to Public Property Act, 1984",169,0,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Offences against State - Related Acts,"The Unlawful Activities P Act, 1967",1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,City/Town Police Acts,1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,Defacement of Public Property Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,MACOCA/ Control of Organised Crimes,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,Motor Vehicle Act,3211,,6.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,Other Regulatory & Enforcement – Acts (Total),9794,47,18.8,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,Other State Local Acts,21,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Antiques and Art Treasures Act, 1972",2,,0,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Bonded Labour System Abolition Act|The Bonded Labour System Abolition Act, 1976 (Total)",32,47,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|a) Against SC,27,42,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|b) Against ST,5,5,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|c) Against others,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Electricity Act, 2003",13,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,The Gambling Act,6326,,12.2,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Mental Health Act, 1987",187,,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Prevention of Insults to National Honour Act, 1971",1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Representation of the People Act, 1951",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Transplantation of Human Organs Act, 1994",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Other SLL Crimes,Other SLL Crimes,1767,0,3.39611762444743,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Railways - Related Acts,Railways – Related Acts (Total),1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Railways - Related Acts,"The Indian Railways Act, 1989",1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Railways - Related Acts,"The Railway Property Unlawful Possession Act, 1966",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,Scheduled Castes and Scheduled Tribes – Related Acts (Total),231,244,2.08483754512635,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The Protection of Civil Rights Act, 1955 against SCs",6,6,0.0710059171597633,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The Protection of Civil Rights Act, 1955 against STs",1,1,0.0380228136882129,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The SC/ST Prevention of Atrocities Act, 1989 against SCs",198,211,2.34319526627219,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The SC/ST Prevention of Atrocities Act, 1989/2015 against STs",26,26,0.988593155893536,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Telegraph / Cinematograph Acts,Telegraph/ Cinematograph Acts (Total),4,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Telegraph / Cinematograph Acts,"The Cable Television Networks Regulation Act, 1955",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Telegraph / Cinematograph Acts,"The Cinematograph Act, 1952",3,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Telegraph / Cinematograph Acts,"The Indian Telegraph Act, 1988",1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Telegraph / Cinematograph Acts,"The Telegraph Wire Unlawful Possession Act, 1950",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Total Cognizable SLL Crimes,Total Cognizable SLL Crimes,18068,1833,34.7,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,Arms/Explosive - Related Acts (Total),12,,0.8,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 | a) Legal/ Licensed Arms",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 |Fire Arms",9,,0.6,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 |The Arms Act, 1959 (Total)",10,,0.7,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 |b) Illegal/ Unlicensed Arms",9,,0.6,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959|Other Arms",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Explosive Substances Act, 1884 & 1908",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Arms/Explosive - Related Acts,"The Explosives Act, 1984",2,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,Children Related – Acts (Total),26,30,5.53191489361702,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,"The Child Labour Prohibition & Regulation Act, 1986",1,1,0.212765957446809,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,"The Juvenile Justice Care and Protection of Children Act, 2000 & 2015",1,5,0.212765957446809,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,"The Medical Termination of Pregnancy Act, 1971",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,"The Pre-Natal Diagnostic Techniques Reg and Prev of Misuse Act, 1994",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,"The Prohibition of Child Marriage Act, 2006",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Children Related - Acts,"The Protection of Children from Sexual Offences Act, 2012",24,24,5.1063829787234,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Crime Against Women - Related Acts,Crime Against Women – Related Acts (Total),2,2,0.277777777777778,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Crime Against Women - Related Acts,"The Dowry Prohibition Act, 1961",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Crime Against Women - Related Acts,"The Immoral Traffic Prevention Act, 1956",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Crime Against Women - Related Acts,"The Indecent Representation of Women Prohibition Act, 2012",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Crime Against Women - Related Acts,"The Protection of Women from Domestic Violence Act, 2005",2,2,0.277777777777778,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,Environment & Pollution– Related Acts (Total),2,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,Noise Pollution Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,The Air & The Water Prevention & Control of Pollution Act,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,"The Cigarette and Other Tobacco Products Act, 2003",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,"The Environmental Protection Act, 1986",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,"The Forest Act, 1927 & The Forest Conservation Act, 1980",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,"The National Green Tribunal Act, 2010",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Environment & Pollution - Related Acts,"The Wildlife Protection Act, 1972",2,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,Finance & Economic Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,"Prevention of Corruption Act, 1988",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2020,Total Cognizable SLL Crimes,,10051,5316,28.9,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2018,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Foreigner & Passport - Related Acts,Foreigner & Passport – Related Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Foreigner & Passport - Related Acts,"The Emigration Act, 1983",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Foreigner & Passport - Related Acts,"The Passport Act, 1967",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Foreigner & Passport - Related Acts,"The Registration of Foreigners Act,1939 & The Foreigners Act, 1946",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),12,12,0.8,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",5,5,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",7,7,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,Liquor & Narcotic Drugs – Related Acts (Total),123,,8.2,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|The NDPS Act, 1985 (Total)",122,,8.2,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018,Arms/Explosive - Related Acts,"The Explosives Act, 1984",15,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|a) Possession of drugs for Personal use/Consumption",72,,4.8,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|b) Possession of drugs for Trafficking",50,,3.3,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Offences against State - Related Acts,Offences against State - Related Acts (Total),6,,0.402684563758389,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Offences against State - Related Acts,"The Official Secrets Act, 1923",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Offences against State - Related Acts,"The Prevention of Damage to Public Property Act, 1984",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Offences against State - Related Acts,"The Unlawful Activities P Act, 1967",6,,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,City/Town Police Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,Defacement of Public Property Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,MACOCA/ Control of Organised Crimes,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,Motor Vehicle Act,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,Other Regulatory & Enforcement – Acts (Total),15,0,1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,Other State Local Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Bonded Labour System Abolition Act|The Bonded Labour System Abolition Act, 1976 (Total)",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|a) Against SC,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|b) Against ST,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|c) Against others,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Electricity Act, 2003",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,The Gambling Act,15,,1,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Mental Health Act, 1987",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Prevention of Insults to National Honour Act, 1971",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Representation of the People Act, 1951",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other Regulatory & Enforcement - Acts,"The Transplantation of Human Organs Act, 1994",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Other SLL Crimes,Other SLL Crimes,6,0,0.402684563758389,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Railways - Related Acts,Railways – Related Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Railways - Related Acts,"The Indian Railways Act, 1989",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Railways - Related Acts,"The Railway Property Unlawful Possession Act, 1966",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,Scheduled Castes and Scheduled Tribes – Related Acts (Total),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The Protection of Civil Rights Act, 1955 against STs",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
